Gene	Brain_Female1	Brain_Male1	Brain_Male2	Cerebellum_Female1	Cerebellum_Male1	Heart_Female1	Heart_Male1	Kidney_Female1	Kidney_Male1	Liver_Female1	Liver_Male1	Ovary_Female1	Ovary_Female2	Testis_Male1	Testis_Male2	Testis_Male3
ENSGALG00000021653	12.1	15.62	28.71	6.6	7.23	3.87	1.54	21.46	8.68	8.74	10.28	37.24	24.19	98.79	142.56	130.59
Locus_49631	0	0	0	0	0	0	0	0.18	0	0	0	0	0	2.74	1.97	0.83
Locus_102326	0	0.35	0	0.7	0	0	0	0	0	0	0	0	0.07	0.98	0.63	0.15
Locus_118134	0.84	0.86	0.83	0.28	0.58	0.35	0	3.85	2.62	0	0.16	0.01	0	1.27	0.96	0.51
Locus_28086	0	0	0.12	0	0	0	0	0	0	0	0	0	0	0.16	0.31	3.84
ENSGALG00000012248	11.26	10.27	8.7	9.63	8.66	1.37	1.09	3.51	2.27	0.59	0.65	1.97	0.9	3.12	1.41	2.92
ENSGALG00000013507	116.25	120.97	232.93	81.14	99.89	57.51	44.37	69.5	35.56	58.07	51.78	107.55	84.83	83.28	161.16	179.33
ENSGALG00000002312	29.39	16.66	14.32	3.77	2.67	6.66	6.83	0.83	0.3	0.46	0.19	0.48	0.43	2.53	1.14	0.76
ENSGALG00000003807	15.96	12.57	16.75	9.81	10.37	20.31	28.64	10.75	12.89	15.09	16.22	10.34	24.65	28.75	21.96	19.45
CUFF.33872	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17	0.16	1.03
Locus_126948	0	0	0	0	0	0	0	0.18	0	0	0	0	0	0.58	0.56	0.62
ENSGALG00000020505	26.4	23.43	12.11	9.83	7.33	6.97	9.53	0	0	0	0	0	0	2.11	2.4	1.03
ENSGALG00000002422	1.69	1.87	0.97	0.41	0.59	2.87	4.64	5.91	6.83	6.4	15.84	46.7	24.61	4.83	3.66	5.15
ENSGALG00000013804	16.74	16.32	28.87	12.9	14.31	20.09	25.33	20.73	17.73	25.73	13.13	23.47	26.08	5.85	13.18	10.12
ENSGALG00000011955	0.36	0.36	0.43	0.48	0.18	4.82	0.79	2.24	2.05	1.11	10.08	1.58	9.99	1.86	2.52	1.52
ENSGALG00000005886	36.79	33.41	44.78	14.11	13.27	4.57	3.62	1.21	0.56	0.39	0.64	8.92	3.54	2.57	2.79	2.36
ENSGALG00000001479	17.7	17.79	9.92	14.07	13.92	16.85	26.26	12.72	12.99	14.37	29.89	5.94	13.46	43.57	22.37	14.48
ENSGALG00000012583	7.56	12.67	6.9	9.92	19.36	5.76	7.54	15.98	15.8	16.12	14.61	3	12.44	9.42	13.72	6.66
Locus_98177	0	0	0	0	0	0.75	0	0	0	6.5	0	0	0	0	0	0.18
ENSGALG00000014213	8.24	7.95	8.45	1.58	2.66	0.57	0.86	14.04	11.23	2.56	2.57	4.07	6.66	11.9	9	6.63
ENSGALG00000004648	32.06	31.71	55.78	26.83	25.34	56.57	53.38	18.12	17.56	35.83	26.95	31.37	39.19	59.47	97.08	124.31
ENSGALG00000002143	12.86	13.33	17.68	16.7	14.54	14.95	17.03	19.55	20	21.36	17.61	30.86	13.73	34.9	41.42	49.88
ENSGALG00000007771	6.01	7.22	5.35	5.75	7.01	5.04	6.28	17.26	22.69	13.82	11.73	4.11	10.66	2.9	3.59	2.63
Locus_50401	0.24	0	0.62	0.97	1.3	0	0	0.26	0	0	0	0.54	0.07	0	0	0.48
ENSGALG00000010624	6.35	4.99	8.04	9.16	7.77	40.88	29.78	27.99	27.67	17.55	6.86	4.43	6.45	20.17	47.31	13.83
ENSGALG00000013512	11.55	16.03	17.47	7.87	16.53	37.63	46.34	19.51	29.04	20.84	34.37	15.26	28.41	25.29	22.14	27.81
ENSGALG00000005292	0.66	0.3	0.55	0.6	0.41	0.74	3.67	0.15	0	0.62	0.11	0.64	0.04	0.28	0.45	0.82
ENSGALG00000022940	14.47	10.74	0.81	6.25	9.37	0.89	1.07	24.01	14.13	0	0.82	0.04	0.46	0.55	0.2	0.07
Locus_126722	0	0	0	0	0	0	0	0	0	0	0	0	0	0.35	0.67	1.53
ENSGALG00000000761	11.83	8.36	1.71	4.87	5.3	14.04	8.51	12.82	44.57	119.48	92.95	1.39	6.86	0.82	1.12	0.32
Locus_28667	0	0	0	0	0	0	0	0	0	0	0	0	0	9.75	6.24	0.85
ENSGALG00000000055	56.11	56.61	22.9	52.63	43.36	146.73	179.87	75.11	93.57	69.7	115.7	24.26	80.09	45.55	24.8	13.38
ENSGALG00000000680	3.5	3.81	1.44	1.86	2.07	0.31	0.74	25.17	24.19	2.68	2.97	0.84	1.6	1.49	0.17	0.28
ENSGALG00000007927	3.29	2.75	2.56	4.64	2.92	0	0	0	0.05	0	0	0	0.04	1.56	1.48	2.4
ENSGALG00000013092	49.81	43.57	47.48	32.47	29.93	33.76	54.35	27.3	32.29	36.09	65.72	33.61	36.56	127.71	57.35	88.1
ENSGALG00000014166	14.36	15.8	5.63	20.57	18.78	27.31	21.08	40.66	32.74	53.55	54.19	19.75	47.53	11.13	9.84	4.47
ENSGALG00000024486	123.18	106.97	82.21	140.07	134.17	3.66	2.19	13.42	12.93	10.63	10.09	7.09	12.16	34.34	28.64	15.22
Locus_63959	1.04	0.23	0.31	1.5	0.35	3.29	0	2.3	0.2	1.99	0.25	0.99	3.73	0.21	3.86	0.07
ENSGALG00000001364	114.86	103.55	249.79	89.4	90.89	116.88	118.87	129.28	119.53	102.96	96.81	186.49	104.38	150.8	201.44	332.15
ENSGALG00000002759	70.45	51.58	35.29	24.5	21.84	36.19	30.97	16.77	12.24	5.72	4.65	20	13.73	12.49	23.84	13.52
ENSGALG00000009196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000015802	13.59	20.43	13.5	10.62	12.37	35.15	30.91	21.13	17.32	10.42	10.88	8.35	19.48	49.44	35.65	25.86
ENSGALG00000020458	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0.04	0.01
ENSGALG00000006236	0.14	0.65	0.29	0.5	0.93	1.17	1.72	0.24	0.38	0.47	0.12	0.17	0.27	3.47	2.66	4.13
ENSGALG00000006470	0.29	0.66	2.55	0.17	0.25	0.37	0.19	0.67	0.8	1	0.34	8.64	1.45	22.33	63.41	203.35
ENSGALG00000006916	24.27	27.11	45.04	16.14	15.71	9.97	5.69	9.67	10.28	15.46	9.79	21.48	11.75	13.55	16.96	20.68
ENSGALG00000005621	1514.06	1178.64	1025.17	194.81	102.42	21.48	56.56	0	0	0.37	0	0.02	0	14.25	10.12	7.28
ENSGALG00000017001	0.36	1.3	0	0	0.28	0.45	0.81	1.48	1.62	7.17	13.21	0.33	1.86	0.61	0.25	0.16
ENSGALG00000017393	3.59	3.05	1.71	0.64	0.99	3.28	6.84	8.18	8.42	2.44	1.93	3.76	7.3	0.45	0.5	0.41
ENSGALG00000000112	134.61	130.1	7.12	165.27	190.24	0	0	0	0	0	0	0	0	33.74	15.99	2.37
Locus_46619	3.13	3.58	1.64	5.21	4.99	4.44	5.31	2.73	4.17	0.37	0.85	1.79	4.1	1.43	1	0.95
Locus_87556	0	0	0	0	0	0	0	0	0	0	0	0	0	0.62	0.39	0.65
ENSGALG00000016981	0.59	0	1.55	0.6	0.46	0	0	0.66	0	4.78	1.01	0.13	0	1185.59	1789.47	906.21
ENSGALG00000008332	1.93	1.52	3.35	1.45	1.11	3.33	4.26	30.25	17.3	1909.87	1678.96	2.92	1.4	2.93	4.64	4.93
ENSGALG00000021341	0.09	0.28	0.05	0.09	0.22	0.52	0.82	0.52	0.12	0.37	0.32	0.29	0.42	13.87	14.21	9.71
Locus_28090	1.14	3.25	1.15	2.16	3.99	1.19	1.43	0.21	0.2	0.05	0.06	0.13	0.5	3.44	2.14	1.22
blastnOpossum.Locus_90236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27
Locus_18800	0	0	0	0	0.07	0.16	0	0	0	0	0	0.03	0.03	1.17	1.89	3.18
ENSGALG00000010244	26.74	25.04	27.91	24.14	20.9	30.48	25.61	280.33	283.25	105.5	96.92	35	44.59	13.37	16.15	17.93
Locus_5594	0	0	0	0	0.23	0	0	0	0	0	0	0	0	0.21	0.2	0.98
ENSGALG00000020992	47.07	41.49	5.14	37.51	28.94	1.27	1.01	1.52	1.83	3.99	2.72	1.96	2.74	19.4	3.76	1.08
ENSGALG00000005688	1.4	0.66	0.51	0.98	1.17	5.19	10.5	12.11	5.75	27.07	30.79	5.73	13.16	2	1.33	0.85
ENSGALG00000003644	1.94	1.29	0.57	1.11	1.11	0.47	4.11	5.91	5.17	3.06	14.48	1.64	2.38	0.78	0.87	0.74
ENSGALG00000016485	134.55	92.13	47.31	29.64	65.63	21.06	48.32	22.34	23.88	28.73	105.54	8.62	27.92	35.78	15.32	6.6
blastnHuman.ENSG00000235047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000014995	2.78	2.07	2.94	1.88	2.11	75.14	128.6	3.91	5.19	1.24	1.15	84.28	58.69	18.21	36.07	67.11
CUFF.40237	0	0	0	0	0	0	0	0	0	0	0	0	0	0.91	1	0.53
ENSGALG00000008601	0.14	0.41	0.07	1.93	2.95	4.51	9.01	0	1.45	5509.53	6555.18	0.64	0.61	0.68	1.12	0.3
ENSGALG00000008831	42.21	36.51	22.63	22.75	24.44	10.93	17.24	12.4	11.82	7.03	9.36	6.82	8.82	6.23	9.12	5.22
ENSGALG00000008714	127.04	78.66	94.69	86.29	76.53	17.44	31.56	45.52	19.93	19.76	28.93	12.45	9.24	108.39	77.12	38.73
ENSGALG00000016293	0.16	0.17	0.26	0.17	0.13	4.75	1.81	0.36	0.73	7.63	3.9	0	0.07	0.78	1.24	1.26
ENSGALG00000006858	18.08	14.28	6.45	28.02	29.09	14.15	8.47	5.44	10.48	7.42	7.95	7.69	12.62	25.95	17.06	12.76
ENSGALG00000023757	63.57	49.4	53.77	26.81	26.84	44.52	55.9	79.19	59.96	66.76	96.93	80.83	60.92	393.03	191.3	143.57
ENSGALG00000015302	14.2	14.97	13.56	14.12	12.23	6.68	11.99	17.07	28.88	11.08	10.09	5.18	9.43	4.42	6.01	3.83
ENSGALG00000015607	13.31	11	8.4	15.86	11.45	8.79	15.5	22.94	24.53	17.16	21.88	10.87	5.79	27.16	12.74	12.09
ENSGALG00000008198	5.21	3.81	4.01	6.35	3.59	2.19	0.75	8.14	6.6	2.56	1.58	5.27	6.57	8.55	11.06	7.81
ENSGALG00000022304	6.69	5.99	5.92	7.93	6.43	8.04	5.03	7.9	6.36	7.68	6.5	10.92	10.25	1.31	1.83	1.47
ENSGALG00000011506	11.98	14.4	20.06	14.84	12.51	26.62	20.08	14.25	18.06	29.56	25.29	28.67	30.96	69	91.9	101.66
blastnHuman.ENSG00000228592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000010200	9.64	8.22	15.74	1.26	1.49	0.1	0	0.86	2.42	13.42	17.95	4.62	2.55	0.26	0.67	0.38
ENSGALG00000005368	3.16	6.22	20.04	3.96	5.78	2.31	2.85	3.37	3.71	2.9	3.25	18.13	4.57	10.83	22.31	65.9
Locus_126971	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	5.08	2.06
Locus_77048	0.12	0	0.06	0.12	0.1	0.23	0.54	0	0.16	0.33	0	0.07	0.18	1.05	1.51	0.58
ENSGALG00000008856	13.32	12.39	5.34	5.67	5.94	3.93	4.1	4.16	4.09	0.95	1.21	0.75	0.67	3.82	4.89	3.83
CUFF.168234	0.64	0.16	0.17	0.32	0.25	0	0	0	0	0	0	0	0	0.38	0.29	0.14
CUFF.53254	0	0	0	10.35	5.9	0	0	0.26	0	0	0	0.08	0	0.17	0.49	0.32
ENSGALG00000006014	216.82	201.93	249.28	48.87	47.55	2.6	3.06	2.48	3.97	6.9	7.95	4.43	5.56	1.07	1.16	1.35
ENSGALG00000016851	6.33	6.78	10.38	17.24	15.61	8.78	4.66	1.36	1.03	2.78	1.41	4.12	2.4	1.27	3.67	6.05
ENSGALG00000019175	0	0	0	0	0	0	0.37	0	0.44	0	0	0	0	4.16	2.51	0.97
ENSGALG00000002002	60.04	55.39	67.27	33.48	46.64	54.19	85.95	109.88	47.11	88.36	194.49	41.16	47.89	104.1	42.58	56.72
ENSGALG00000002942	15.29	12.95	19.25	24.59	22.5	14.48	11.65	15.05	13.18	21.72	15.42	25.99	14.92	57.73	66.83	108.23
ENSGALG00000000562	22.85	31.09	6.6	14.6	21.13	46.96	19.42	27.47	35.09	138.65	162.22	15.1	133.14	4.2	4.97	1.38
Locus_50214	3.01	1.6	0	0.27	2.24	0	0.29	0.44	0.17	0	0.89	0.01	0.27	2.24	1.62	0.32
Locus_80257	0	0.3	0	0.4	0.62	1.46	0	0	0.26	0	0	0.81	0.53	4.24	2.71	0.67
ENSGALG00000016040	8.44	8.01	19.22	9.82	10.53	17.32	14.93	13.33	9.93	17.91	7.75	40.48	20.38	3.26	7.62	15.93
ENSGALG00000015591	3.09	3.97	6.42	2.99	3.51	3.99	2.83	10.54	8.05	15.56	8.68	11.5	5.15	7.08	10.81	18.36
Locus_88370	0	0	0	1.69	0.86	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000023774	0.36	0.27	0.09	0	0	0	0	0.4	0	0	0	0.37	0.16	0.13	0.49	0.2
ENSGALG00000004860	133.07	128.08	96.41	19.61	31.44	3.59	4.89	56.26	19.77	160.65	921.94	21.08	14.98	2.27	0.67	1.31
ENSGALG00000022273	0	0	0.34	0	0	0	0	0	0	0	0	0	0	0.09	0	0.03
Locus_21529	0	0	0	0	0.24	0	0	0	0	0	0	0.03	0	4.44	7.28	4.46
ENSGALG00000006205	30.53	32.57	51.65	27.54	29.51	33.95	29.92	24.41	24.63	42.63	33.1	32.23	31.9	20.9	55.37	49.27
ENSGALG00000023374	10.71	10.56	3.1	9.68	15.47	6.93	11.65	11.7	8.14	7.85	31.92	2.99	10.95	18.66	3.82	1.79
ENSGALG00000001238	26.85	22.91	39.65	19.08	22.44	26.1	40.53	52.74	40.17	36.37	79.98	42.5	20.58	51.66	25.46	48.08
ENSGALG00000012137	33.96	36.82	171.83	24.26	28.27	26.35	22.47	35.41	18.28	20.44	8.23	150.73	30.06	18.87	52.89	174.69
ENSGALG00000006782	17.54	16.47	28.54	9.7	9.44	35.6	36.9	40.35	30.72	45.26	37.51	24.61	19.4	22.85	26.06	28.03
ENSGALG00000022345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0
ENSGALG00000006482	0.95	0.48	0.49	0.21	0.16	0.19	1.16	174.7	197.41	556.39	820.41	0.42	0.28	0.6	0.5	0.52
blastnHuman.ENSG00000236109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000000433	4.86	4.45	0	2.95	3.02	0	2.15	0	1.29	0	4.95	0.11	1.46	0.69	0.67	0
ENSGALG00000015891	18.27	19.32	78.07	13.62	14.3	14.47	17.32	63.53	31.3	25.75	15.74	325.9	76.13	167.09	426.59	1039.72
ENSGALG00000021611	17.53	14.35	30.75	16.07	18.5	12.03	11.2	14.34	10.75	15.38	7.66	28.08	15.32	7.07	12.32	21.34
ENSGALG00000022048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000008181	71.19	66.63	138.78	85.41	69.08	5.31	5.3	7.48	6.41	6.46	5.21	18.19	8.08	6.6	7.06	11.6
Locus_127960	0	0	0	0	0	0	0	0	0	0	0.66	0	0	7.37	1.07	0.13
ENSGALG00000012439	7.26	7.18	5.83	3.54	2.51	6.71	3.27	6.57	5.19	3.07	0.91	9.84	10.87	5.08	8.29	9.18
ENSGALG00000020416	2.79	2.84	0	0	0	0	2.05	1.03	0	0	6.31	1.36	3.06	58.34	29.29	4.38
ENSGALG00000016390	15.71	13.3	21.25	28.91	25.32	10.12	8.3	21.46	13.37	15.44	16.27	20.66	11.3	14.94	16.78	31.95
ENSGALG00000004485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000012377	1.72	1.31	0.3	2.32	4	8.98	68.92	64.48	102.43	552.34	944.55	7.78	1.37	3.06	1.37	1.61
ENSGALG00000006818	17.34	14.45	13.45	18.27	15.06	14.45	9.94	9.24	9.33	8.04	6.11	12.03	6.3	8.21	6.53	8.79
ENSGALG00000001339	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0
ENSGALG00000013436	9.98	7.66	2.8	8.3	10.94	5.37	4.09	8.74	3.17	5.23	9.09	1.63	2.22	5.38	3.94	1.29
Locus_97370	0.17	0.13	0.22	0.17	0.19	0	0	0	0	0	0	0.14	0.02	2.48	5.39	6.57
ENSGALG00000003533	23.92	20.99	15.27	28.95	21.05	59.85	49.62	41.15	37.5	45.44	49.62	24.19	32.34	20.39	24.95	17.5
ENSGALG00000012301	34.88	31.72	59.94	42.13	32.8	23.42	17.74	23.37	23.39	23.37	14.13	33.81	20.6	15.57	24.91	43.73
ENSGALG00000020003	17.86	18.03	21.02	26.53	22.02	23.07	66.51	8.94	9.02	9.37	5.68	9.52	8.94	10.32	14.65	13.29
ENSGALG00000005031	22.98	16.4	11.81	5.21	6.92	0	0.14	3.2	1.3	0.09	0.15	7.12	3.79	1.07	0.56	0.55
ENSGALG00000006728	0.48	0.21	2.16	0.56	0.53	1.14	0	25.89	33.24	1.75	1.05	0.54	0.49	13.44	13.61	30.42
ENSGALG00000014724	4.27	8.11	37.75	5.75	7.85	9.24	11.52	5.85	9.72	7.83	5.93	31.53	9.41	16.14	42.42	140.02
ENSGALG00000017317	2.62	5.99	1.82	1.62	4.86	0.81	1.61	5.17	3.68	0.2	1.24	18.69	22.69	165.37	90.07	33.94
Locus_28061	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0.66	2.21	1.86
ENSGALG00000016887	31.36	37.26	75.85	40.81	33.15	89.21	77.16	43.45	40.04	50.45	36.45	104.19	41.96	293.25	340.21	627.44
Locus_118909	0	0.88	0.9	0	0.9	0	0	0	0	0	0	0	0.17	0	0	0
CUFF.45852	0	0	0	0.92	0	0	0	0	0	0	0	0	0	0.32	0.62	1.12
ENSGALG00000013967	0.9	1.37	2.35	0.4	0.62	1.29	1.55	3.77	4.39	96.5	64.99	18.34	6.46	2.71	4.45	13.4
ENSGALG00000003672	16.26	12.83	23.27	17.51	15.79	19.77	13.64	5.71	6.66	6.52	5	12.02	12.65	13.2	30.73	28.81
ENSGALG00000002869	0.52	0.33	0.02	0.31	0.14	6.6	2.31	1.6	3.37	3.51	4.59	0.32	0.85	0.75	0.21	0.42
ENSGALG00000000748	2.49	3.65	4.03	1.18	3.41	0.86	2.72	19.77	27.82	8.03	30.9	18.92	13.88	93.88	33.52	38.63
CUFF.84633	39.53	27.62	81.9	61.02	37.89	1.37	0.82	0.41	0	0.5	0	1.08	0.55	3.16	7.85	11.37
Locus_87910	0	0	0	0	0	0	0	0	0	0	0	0	0	0.45	1.02	0.81
ENSGALG00000004424	0.95	0.39	0.09	1.79	0.74	0.64	1.05	8.46	6.08	33.55	43.87	2.23	3.83	2.36	1.15	0.86
CUFF.72590	0	0	0.14	0	0	0	0	0	0	0	0	0	0.16	0.2	0.19	0.55
ENSGALG00000016382	2.15	2.49	1.86	1.71	1.75	12.59	15.3	1.58	1.79	2.09	1.41	2.78	3.41	2.07	2.29	2.39
ENSGALG00000009163	4.47	6.5	2.67	1.94	3.81	48.04	27.34	20.83	18.16	8.58	17.01	110.47	154.09	8.67	4.82	6.75
ENSGALG00000021019	1.08	1.17	0.08	2.02	1.91	2.84	2.38	5.47	2.87	17.53	10.18	0.03	1.52	0.11	1.58	6.42
ENSGALG00000014957	79.6	107.29	82.74	84.41	84.76	70.98	89.06	92.57	110.48	123.73	157.6	66.64	88.54	21.58	24.03	19.17
ENSGALG00000016865	6.34	6.65	8.98	10.84	8.35	7.73	7.85	11.34	10.06	15.86	12.37	15.66	10.34	14.05	20.05	19.49
Locus_127796	0	0	0	0	0	1.49	0.89	0	0	0	0	0.82	0.72	0	0	0
blastnGorilla.Locus_196861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_102506	0	0	0	0	0	0	0	0	0	0	0	0	0.02	1.31	2.08	1.87
ENSGALG00000004626	185.72	195.21	385.19	177.46	181.24	193.85	211.52	144.83	144.31	115.28	147.88	370.77	198.6	172.7	105.87	245.06
ENSGALG00000016351	23.39	16.53	19.72	9.08	6.06	9.26	5.15	4.61	6.47	5.84	3.1	11.54	11.78	5.42	2.22	2.64
ENSGALG00000014734	3.58	4.37	3.07	4.93	6.4	1.46	2.22	2.15	3.43	0.58	2.31	1.71	1.42	6.13	5.15	2.93
ENSGALG00000002964	4.68	4.51	5.06	3.72	2.99	6.06	3.42	8.28	6.09	7.78	4.53	11.86	10.88	35.25	23.96	29.59
ENSGALG00000003228	18.93	15.59	30.44	18.12	13.72	44.01	35.06	38.73	27.52	35.18	39.69	65.18	32.9	49.1	61.21	81.31
ENSGALG00000004599	3.1	3.72	2.36	1.95	1.77	3	36.04	1.86	3.52	2.32	8.71	3.9	2.74	2.79	0.52	0.75
CUFF.124917	11.9	17.23	4.47	12.37	9.48	23.69	27.68	9.5	22.77	12.29	20.22	2.48	4.02	53.57	64	17
ENSGALG00000006307	7.28	9.87	16.36	9.71	7.99	8.11	6.64	4.75	4.15	5.42	3.92	12.45	10.79	34.04	47.09	81.97
ENSGALG00000024324	24.89	32.86	24.02	20.37	19.71	9.73	13.76	8.51	14.66	23.12	23.58	7.19	6.74	16.05	29.19	40.97
ENSGALG00000008844	13.84	22.04	9.77	9.72	9.43	14.81	16.65	16.45	22.31	173.45	361.66	21.02	24.94	16.46	11.64	8.64
ENSGALG00000002338	0.09	0.13	0.21	0.33	0.22	0.56	0.05	0.38	0.69	0.52	0.33	0.36	0.21	9.05	11	19.14
ENSGALG00000000777	12.44	10.87	9.61	14.96	10.37	12.23	13.76	21.12	24.71	19.5	21.04	13.47	16.11	36.36	42.75	26.81
ENSGALG00000021465	27.92	20.18	15.23	9.43	10.84	6.34	15.71	9.52	5.87	6.57	20.38	6.97	5.5	18.7	3.69	6.55
Locus_48424	0.65	0.28	0.14	0.09	0.14	0	0	0	0.12	0	0	2.67	1.72	0	0.13	0.1
Locus_19796	0.2	0	0	0	0	0.36	0.43	0.22	0.26	0.26	0	0.09	0	0.28	0.4	0.22
ENSGALG00000015670	0.43	0.3	0.29	0.07	0.05	0.18	0.07	37.13	46.81	9.53	18.49	2.83	2.2	0.05	0.07	0.04
Locus_49811	0.11	0.35	0	0.23	0.18	0.64	0.51	0	0	0.61	0.58	0.27	0	2.29	2.2	1.44
ENSGALG00000006636	0	0	0	0	0	0	0	0	0	0.14	0	0.01	0	4.14	0.74	0.89
ENSGALG00000007394	8.53	8.25	7.85	15.34	10.47	16.35	18.42	15.41	16.85	8.92	22.26	10.7	6.46	1.62	0.99	0.96
ENSGALG00000005978	0.27	0.05	0.11	0	0.08	0	0	0	0	0.09	0.17	0	0.02	0.07	0.07	0.08
ENSGALG00000002874	18.6	17.4	46.29	23.28	28.24	6.97	3.6	8	5.02	11.96	4.08	37.63	14.92	8.62	17.56	53.61
ENSGALG00000014988	6.11	8.36	4.55	6.4	9.93	657.74	1097.25	5.62	8.14	7.26	22.55	2.06	2.15	6.06	1.59	2.05
ENSGALG00000010061	3.25	3.51	3.72	3.45	3.5	4.56	4.94	10.25	10.01	12.45	10.24	18.52	11.28	3.17	3.51	4.02
CUFF.144928	0.18	0	0	0	0.14	0	0	0	0	0	0	0.06	0.05	0.51	0.25	0.08
ENSGALG00000008984	107.72	85.08	156.28	42.26	41.97	16.8	19.39	41.04	24.65	40.22	36.47	47.81	24.2	12.97	14.36	17.13
CUFF.210098	0.17	0.51	0	0	0	0	0	1.31	1.12	0	0.29	0.06	0	0.12	0.23	0.15
ENSGALG00000014501	0.61	1.4	1.98	5.59	8.73	0.19	0	2.16	6.94	0.41	0.17	1.32	2.75	2.92	5.18	6.26
ENSGALG00000003485	12.35	12.88	4.74	16.71	14.79	33.93	28.83	17.82	19.85	15.13	31.67	6.92	21.79	26.6	15.07	4.44
ENSGALG00000014616	311.76	290.64	42.16	86.21	97.18	19.95	25.28	861.41	652.94	358.67	639.63	8.53	114.13	83.36	11.75	7.13
ENSGALG00000013036	154.04	166.83	297.58	99.97	97.73	56.24	78.81	59.33	68.61	97.64	40.78	26.3	29.3	48.89	61.98	98.43
Locus_50227	0	0	0	0	0	0	0	0	0	0	0	0	0	3.07	1.61	0.97
ENSGALG00000024401	5.77	5.72	2.86	3.39	6.17	0.28	0.45	1.74	0.61	0.88	0.43	0.1	0.03	0.18	0.14	0.13
ENSGALG00000005483	40.46	41.92	12.89	17.36	17.42	50.47	103.23	2.85	7.16	2	2.67	3.74	10.29	23.03	14.74	6.82
Locus_97788	0.18	0.54	0.28	0	0	0	0	0	0	0.24	0.3	0.12	0	0.89	0.49	2.28
Locus_65907	2.54	2.32	0.27	3.09	2.37	5.63	4.49	0.56	1.35	0.68	0	0.34	0.76	2.17	0	0.11
ENSGALG00000017194	1.21	1.33	2.18	0.5	0.35	0.63	0.33	1.13	1.41	0.2	0.13	1.9	1.67	2.97	4.98	6.9
Locus_98649	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28	1.06	0.17
ENSGALG00000003495	33.5	25.48	15.93	22.87	19.38	63.41	59.43	385.54	212.73	850.88	645.15	14.5	26.83	15.71	23.79	10.57
ENSGALG00000010717	0	0.31	0	0	0	0.37	1.11	0	0	0	0.17	0.2	0.06	70.78	33.02	36.25
ENSGALG00000016271	192.83	213.51	267.52	103.58	120.1	35.91	25.35	47.56	33.36	47.35	25.14	56.21	79.55	10.13	26.31	22.35
ENSGALG00000019832	14.15	18.82	4.86	2.36	15.86	22.42	31.53	65.03	22.62	29.02	114.36	9.02	23.89	13.99	4.92	2
ENSGALG00000019231	1.49	1.45	1.34	1.45	1.29	1.87	1.97	0.59	0.87	0.96	1.62	1.73	2.6	3.86	2.48	2.58
Locus_27923	0.29	0	0	0.3	0.68	0	0	0	0	0	0	0	0.09	0.63	4.61	2.76
ENSGALG00000007948	28.81	26.39	64.13	9.06	6.54	0.36	0.12	0.15	0.52	0.04	0.05	1.58	0.26	2.82	1.76	1.9
Locus_99601	0	0	0	0	0	1.22	0	0	0.88	0	0	0	0.1	0.24	0.68	0.82
ENSGALG00000016429	66.47	50.29	33.03	91.29	59.75	111.69	93.56	92.17	55.62	50.12	86.79	29.1	8.56	832.19	465.31	318.17
ENSGALG00000016442	1.29	1.15	2.25	0.55	0.42	1.59	0.48	2.76	5.17	1.01	1.28	1.89	1.39	22.08	23.94	49.87
ENSGALG00000016622	8.9	12.23	19.3	6.78	7.89	3.4	5.21	12.58	25.77	7.8	7.5	10.26	5.97	1.36	1.31	2.15
ENSGALG00000022387	0	0	0	0	0	0.77	0	0	0	0	0	0	0	0	0	0
ENSGALG00000024220	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0
ENSGALG00000004200	18.31	15.85	15.17	26.25	21.77	27.77	27.26	21.49	25.29	23.3	34.39	14.65	14.61	14.31	14.86	12.82
ENSGALG00000017333	11.04	7.32	14.13	13.05	13.11	10.64	7.96	9.86	10.76	12.55	12.5	18.93	11.16	12.15	11.12	22.33
ENSGALG00000001325	0	0.1	0	3.34	13.68	0.37	0.44	24.11	12.74	193.87	783.08	0.01	0.02	17.41	5.38	3.81
ENSGALG00000016413	24.06	20.01	33.45	10.42	15.03	54.76	39.66	54.94	41.86	50.65	83.52	47.39	28.41	11.31	9.38	14.99
ENSGALG00000016590	0.77	0.75	0.57	0.36	0.44	1.43	0.62	0.51	0.94	1.46	0.66	2.05	4.46	0.1	0.26	0.08
